time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,main_category,category_of_expenditure,early_years_establishments,primary_schools,secondary_schools,sen_and_special_schools,pupil_referral_units_and_alt_provision,post_16,gross_expenditure,income,net_expenditure,net_per_capita_expenditure,EES_order
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Isles of Scilly,420,E06000053,Schools,1.2.1 Top-up funding – maintained schools,0,0,0,0,0,x,0,0,0,0,12
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Isles of Scilly,420,E06000053,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",0,28805,21175,0,0,0,49980,0,49980,125,13
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Isles of Scilly,420,E06000053,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,939,0,0,0,0,300157,301096,0,301096,755,14
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Isles of Scilly,420,E06000053,Schools,1.2.4 Additional high needs targeted funding for mainstream schools and academies,0,0,0,x,x,x,0,0,0,0,15
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Isles of Scilly,420,E06000053,Schools,1.2.5 SEN support service,0,0,0,0,0,0,0,0,0,0,16
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Isles of Scilly,420,E06000053,Schools,1.2.6 Hospital education services,x,x,x,0,0,x,0,0,0,0,17
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Isles of Scilly,420,E06000053,Schools,1.2.7 Other alternative provision services,0,0,0,0,0,0,0,0,0,0,18
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Isles of Scilly,420,E06000053,Schools,1.2.8 Support for inclusion,0,0,0,0,0,0,0,0,0,0,19
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Isles of Scilly,420,E06000053,Schools,1.2.9 Special schools and PRUs in financial difficulty,x,x,x,0,0,x,0,0,0,0,20
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Isles of Scilly,420,E06000053,Schools,"1.2.10 PFI/ BSF costs at special schools, AP/ PRUs and Post 16 institutions only",x,x,x,0,0,0,0,0,0,0,21
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Isles of Scilly,420,E06000053,Schools,1.2.11 Direct payments (SEN and disability),0,0,0,0,0,0,0,0,0,0,22
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Isles of Scilly,420,E06000053,Schools,1.2.13 Therapies and other health related services,0,0,0,0,0,0,0,0,0,0,24
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Isles of Scilly,420,E06000053,Schools,1.4.11 SEN transport,0,0,0,0,0,0,0,0,0,0,36
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Isles of Scilly,420,E06000053,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,4458,0,4458,16,67
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Isles of Scilly,420,E06000053,Other education and community,"2.1.2 SEN administration, assessment and coordination and monitoring",x,x,x,x,x,x,143936,0,143936,508,68
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Isles of Scilly,420,E06000053,Other education and community,"2.1.3 Independent Advice and Support Services (Parent partnership), guidance and information",x,x,x,x,x,x,4565,0,4565,16,69
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Isles of Scilly,420,E06000053,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,0,0,0,0,0,x,0,0,0,0,70
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Isles of Scilly,420,E06000053,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,0,0,0,0,0,0,0,0,72
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Isles of Scilly,420,E06000053,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,0,0,0,0,0,0,0,0,73
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Bath and North East Somerset,800,E06000022,Schools,1.0.2 High needs place funding within Individual Schools Budget,0,0,12000,0,0,x,12000,,12000,5,2
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Bath and North East Somerset,800,E06000022,Schools,1.2.1 Top-up funding – maintained schools,0,653118,427520,367910,0,x,1448548,0,1448548,33,12
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Bath and North East Somerset,800,E06000022,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",0,5629935,2905224,9386331,1611096,0,19532586,0,19532586,451,13
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Bath and North East Somerset,800,E06000022,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,0,3829,0,9030473,0,1659774,10694076,0,10694076,247,14
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Bath and North East Somerset,800,E06000022,Schools,1.2.4 Additional high needs targeted funding for mainstream schools and academies,0,276494,320872,x,x,x,597366,0,597366,14,15
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Bath and North East Somerset,800,E06000022,Schools,1.2.5 SEN support service,29517,1442600,630393,0,0,0,2102510,0,2102510,49,16
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Bath and North East Somerset,800,E06000022,Schools,1.2.6 Hospital education services,x,x,x,0,673532,x,673532,0,673532,16,17
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Bath and North East Somerset,800,E06000022,Schools,1.2.7 Other alternative provision services,0,0,0,0,1156527,0,1156527,0,1156527,27,18
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Bath and North East Somerset,800,E06000022,Schools,1.2.8 Support for inclusion,0,202941,211887,8914,0,0,423742,0,423742,10,19
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Bath and North East Somerset,800,E06000022,Schools,1.2.9 Special schools and PRUs in financial difficulty,x,x,x,0,0,x,0,0,0,0,20
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Bath and North East Somerset,800,E06000022,Schools,"1.2.10 PFI/ BSF costs at special schools, AP/ PRUs and Post 16 institutions only",x,x,x,0,0,0,0,0,0,0,21
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Bath and North East Somerset,800,E06000022,Schools,1.2.11 Direct payments (SEN and disability),0,0,0,949466,0,70368,1019834,0,1019834,24,22
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Bath and North East Somerset,800,E06000022,Schools,1.2.13 Therapies and other health related services,0,0,0,0,0,0,0,0,0,0,24
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Bath and North East Somerset,800,E06000022,Schools,1.4.11 SEN transport,0,0,0,0,0,0,0,0,0,0,36
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Bath and North East Somerset,800,E06000022,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,846062,45898,800164,27,67
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Bath and North East Somerset,800,E06000022,Other education and community,"2.1.2 SEN administration, assessment and coordination and monitoring",x,x,x,x,x,x,914227,16339,897888,31,68
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Bath and North East Somerset,800,E06000022,Other education and community,"2.1.3 Independent Advice and Support Services (Parent partnership), guidance and information",x,x,x,x,x,x,77758,0,77758,3,69
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Bath and North East Somerset,800,E06000022,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,0,2430233,2537362,106750,0,x,5074345,0,5074345,174,70
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Bath and North East Somerset,800,E06000022,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,1682897,70802,0,0,1753699,99033,1654666,57,72
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Bath and North East Somerset,800,E06000022,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,0,0,0,193083,193083,0,193083,7,73
202324,Financial year,Local authority,England,E92000001,South West,E12000009,"Bristol, City of",801,E06000023,Schools,1.0.2 High needs place funding within Individual Schools Budget,0,330950,0,6120833,0,x,6451783,,6451783,338,2
202324,Financial year,Local authority,England,E92000001,South West,E12000009,"Bristol, City of",801,E06000023,Schools,1.2.1 Top-up funding – maintained schools,471151,5181796,439064,13848836,557356,x,20498203,0,20498203,194,12
202324,Financial year,Local authority,England,E92000001,South West,E12000009,"Bristol, City of",801,E06000023,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",0,8630761,6664626,11109028,2916193,4095456,33416064,0,33416064,316,13
202324,Financial year,Local authority,England,E92000001,South West,E12000009,"Bristol, City of",801,E06000023,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,0,0,0,18693160,0,3000144,21693304,0,21693304,205,14
202324,Financial year,Local authority,England,E92000001,South West,E12000009,"Bristol, City of",801,E06000023,Schools,1.2.4 Additional high needs targeted funding for mainstream schools and academies,0,0,0,x,x,x,0,0,0,0,15
202324,Financial year,Local authority,England,E92000001,South West,E12000009,"Bristol, City of",801,E06000023,Schools,1.2.5 SEN support service,127344,1652048,1038241,62934,4955,140255,3025777,0,3025777,29,16
202324,Financial year,Local authority,England,E92000001,South West,E12000009,"Bristol, City of",801,E06000023,Schools,1.2.6 Hospital education services,x,x,x,0,2121637,x,2121637,0,2121637,20,17
202324,Financial year,Local authority,England,E92000001,South West,E12000009,"Bristol, City of",801,E06000023,Schools,1.2.7 Other alternative provision services,93707,1215669,763995,46310,575146,9362,2704189,0,2704189,26,18
202324,Financial year,Local authority,England,E92000001,South West,E12000009,"Bristol, City of",801,E06000023,Schools,1.2.8 Support for inclusion,50405,653904,410950,24910,1961,2156,1144286,0,1144286,11,19
202324,Financial year,Local authority,England,E92000001,South West,E12000009,"Bristol, City of",801,E06000023,Schools,1.2.9 Special schools and PRUs in financial difficulty,x,x,x,0,0,x,0,0,0,0,20
202324,Financial year,Local authority,England,E92000001,South West,E12000009,"Bristol, City of",801,E06000023,Schools,"1.2.10 PFI/ BSF costs at special schools, AP/ PRUs and Post 16 institutions only",x,x,x,216180,0,0,216180,0,216180,2,21
202324,Financial year,Local authority,England,E92000001,South West,E12000009,"Bristol, City of",801,E06000023,Schools,1.2.11 Direct payments (SEN and disability),0,0,0,1525849,0,0,1525849,0,1525849,14,22
202324,Financial year,Local authority,England,E92000001,South West,E12000009,"Bristol, City of",801,E06000023,Schools,1.2.13 Therapies and other health related services,0,0,0,0,0,0,0,0,0,0,24
202324,Financial year,Local authority,England,E92000001,South West,E12000009,"Bristol, City of",801,E06000023,Schools,1.4.11 SEN transport,0,0,0,0,0,0,0,0,0,0,36
202324,Financial year,Local authority,England,E92000001,South West,E12000009,"Bristol, City of",801,E06000023,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,695973,0,695973,10,67
202324,Financial year,Local authority,England,E92000001,South West,E12000009,"Bristol, City of",801,E06000023,Other education and community,"2.1.2 SEN administration, assessment and coordination and monitoring",x,x,x,x,x,x,3708535,13128,3695407,55,68
202324,Financial year,Local authority,England,E92000001,South West,E12000009,"Bristol, City of",801,E06000023,Other education and community,"2.1.3 Independent Advice and Support Services (Parent partnership), guidance and information",x,x,x,x,x,x,458234,236279,221955,3,69
202324,Financial year,Local authority,England,E92000001,South West,E12000009,"Bristol, City of",801,E06000023,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,0,840242,933883,12330146,54413,x,14158684,58790,14099894,211,70
202324,Financial year,Local authority,England,E92000001,South West,E12000009,"Bristol, City of",801,E06000023,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,0,0,0,99747,99747,568,99179,1,72
202324,Financial year,Local authority,England,E92000001,South West,E12000009,"Bristol, City of",801,E06000023,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,0,0,0,13887,13887,87,13800,0,73
202324,Financial year,Local authority,England,E92000001,South West,E12000009,North Somerset,802,E06000024,Schools,1.0.2 High needs place funding within Individual Schools Budget,0,127500,11667,4257500,800000,x,5196667,,5196667,2857,2
202324,Financial year,Local authority,England,E92000001,South West,E12000009,North Somerset,802,E06000024,Schools,1.2.1 Top-up funding – maintained schools,1178,106815,0,6389683,809858,x,7307534,0,7307534,156,12
202324,Financial year,Local authority,England,E92000001,South West,E12000009,North Somerset,802,E06000024,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",17360,5747074,3166289,1781016,0,3100355,13812094,0,13812094,295,13
202324,Financial year,Local authority,England,E92000001,South West,E12000009,North Somerset,802,E06000024,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,163668,41659,169883,7651677,30426,569006,8626319,0,8626319,184,14
202324,Financial year,Local authority,England,E92000001,South West,E12000009,North Somerset,802,E06000024,Schools,1.2.4 Additional high needs targeted funding for mainstream schools and academies,0,278815,0,x,x,x,278815,0,278815,6,15
202324,Financial year,Local authority,England,E92000001,South West,E12000009,North Somerset,802,E06000024,Schools,1.2.5 SEN support service,13975,1035411,788387,0,0,0,1837773,0,1837773,39,16
