EstablishmentName,SEN_Provision_List,HasSENProvision
Reepham High School and College,Not applicable,False
St Wilfrid's Catholic Primary School,Not applicable,False
Winterton Community Academy,Not applicable,False
Alderman White School,Not applicable,False
Brentwood Ursuline Convent High School,Not applicable,False
The Bolsover School,Not applicable,False
Bramcote College,Not applicable,False
The Pochin School,Not applicable,False
"Sir William Robertson Academy, Welbourn",Not applicable,False
Welton Church of England Academy,Not applicable,False
King Ecgbert School,ASD - Autistic Spectrum Disorder,True
St. Michael's Academy,Not applicable,False
Holywell School,Not applicable,False
Nunthorpe Academy,Not applicable,False
Ormiston South Parade Academy,Not applicable,False
"St Marie's School, A Catholic Voluntary Academy",Not applicable,False
St Margaret's Church of England Academy,Not applicable,False
"St Paul's CofE Primary School, Astley Bridge",Not applicable,False
St Peter's Collegiate Academy,Not applicable,False
Woodchurch High School,ASD - Autistic Spectrum Disorder,True
North Ormesby Primary Academy,Not applicable,False
Redland Green School,Not applicable,False
Edward Heneage Primary Academy,Not applicable,False
Abbeyfield School,Not applicable,False
South Chingford Foundation School,Not applicable,False
Queen's Park Academy,Not applicable,False
Paignton Academy,Not applicable,False
Montgomery Primary Academy,Not applicable,False
The James Hornsby School,Not applicable,False
Strand Primary Academy,Not applicable,False
Feversham Primary Academy,Not applicable,False
Meadow View Learning Centre,Not applicable,False
Madani Boys School,Not applicable,False
OneSchoolGlobal Bristol Campus,Not applicable,False
The Treehouse School,Not applicable,False
Amberleigh Therapeutic School,"SEMH - Social, Emotional and Mental Health",True
Include Suffolk,"ASD - Autistic Spectrum Disorder; SEMH - Social, Emotional and Mental Health",True
Assess Education,Not applicable,False
Desborough College,Not applicable,False
Turnstone House School,Not applicable,False
St John's & St Peter's CofE Primary,Not applicable,False
Aurora Woodlands School,"SEMH - Social, Emotional and Mental Health",True
The Clarendon Academy,MLD - Moderate Learning Difficulty,True
Billesley Primary School,ASD - Autistic Spectrum Disorder,True
Kings Rise Academy,Not applicable,False
Macaulay Primary Academy,Not applicable,False
Broom Leys School,Not applicable,False
Lane End Primary School,Not applicable,False
Wigston College,Not applicable,False
Bexhill High Academy,ASD - Autistic Spectrum Disorder,True
Crosby-on-Eden CofE School,Not applicable,False
Gosford Hill School,Not applicable,False
Hollybrook Infant School,Not applicable,False
The Mosley Academy,Not applicable,False
Little Mead Primary Academy,Not applicable,False
Notley Green Primary School,Not applicable,False
St Michael & All Angels Church of England Primary School,Not applicable,False
Shirley Infant School,Not applicable,False
Parson Street Primary School,Not applicable,False
Bottesford Church of England Primary School,Not applicable,False
Holywell Primary School,Not applicable,False
Dunsville Primary School,Not applicable,False
Rendell Primary School,Not applicable,False
Tanworth-in-Arden CofE Primary School,Not applicable,False
Shirley Junior School,Not applicable,False
Cann Hall Primary School,Not applicable,False
Dordon Primary School,Not applicable,False
Riverside Academy,Not applicable,False
Oakfield Primary Academy,Not applicable,False
St Oswald's Church of England Primary Academy,Not applicable,False
Briar Hill Primary School & Nursery,Not applicable,False
The Nicholas Hamond Academy,Not applicable,False
Winton Community Academy,Not applicable,False
Kirk Sandall Infant School,Not applicable,False
Oxclose Community Academy,PD - Physical Disability,True
Heston Community School,HI - Hearing Impairment,True
Fir Vale School,Not applicable,False
Thrussington Church of England Primary School,Not applicable,False
Thames Primary Academy,"ASD - Autistic Spectrum Disorder; SEMH - Social, Emotional and Mental Health",True
Warlingham School,Not applicable,False
Church Hill Infant School,Not applicable,False
Church Hill Church of England Junior School,Not applicable,False
Queniborough Church of England Primary School,Not applicable,False
Kingsthorpe College,Not applicable,False
Rickley Park Primary School,Not applicable,False
Birchwood Primary School,Not applicable,False
Wigston Birkett House Community Special School,VI - Visual Impairment; HI - Hearing Impairment; ASD - Autistic Spectrum Disorder; MSI - Multi-Sensory Impairment; SLD - Severe Learning Difficulty; PMLD - Profound and Multiple Learning Difficulty,True
The Wilnecote School,"SpLD - Specific Learning Difficulty; VI - Visual Impairment; OTH - Other Difficulty/Disability; HI - Hearing Impairment; SLCN - Speech, language and Communication; ASD - Autistic Spectrum Disorder; SEMH - Social, Emotional and Mental Health; PD - Physical Disability; MLD - Moderate Learning Difficulty; SLD - Severe Learning Difficulty",True
King Edward VI Handsworth Wood Girls' Academy,Not applicable,False
Harlington Lower School,Not applicable,False
Sundon Lower School,Not applicable,False
Christ Church CofE Primary School,"SLCN - Speech, language and Communication; ASD - Autistic Spectrum Disorder",True
Sacred Heart Catholic Primary School,Not applicable,False
St Cuthbert's Church of England Academy Infants and Pre-School,Not applicable,False
Upminster Infant School,Not applicable,False
Upminster Junior School,Not applicable,False
St Benedict's Catholic Primary School,Not applicable,False
St Ignatius Catholic Primary School,Not applicable,False
St Joseph's Catholic Primary School,Not applicable,False
Penwortham Priory Academy,Not applicable,False
St Joseph's Catholic Primary School Castleford,Not applicable,False
"St Thomas à Becket Catholic Secondary School, A Voluntary Academy","SLCN - Speech, language and Communication; ASD - Autistic Spectrum Disorder",True
St Wilfrid's Catholic High School & Sixth Form College: A Voluntary Academy,"SLCN - Speech, language and Communication; ASD - Autistic Spectrum Disorder",True
Abington Vale Primary School,Not applicable,False
Ecton Brook Primary School,Not applicable,False
Headlands Primary School,"SLCN - Speech, language and Communication; ASD - Autistic Spectrum Disorder; SLD - Severe Learning Difficulty",True
Lings Primary School,Not applicable,False
Weston Favell CofE Primary School,Not applicable,False
"Ss Simon & Jude CofE Primary School, Bolton",Not applicable,False
St. John the Baptist Catholic Primary School,Not applicable,False
Sacred Heart Catholic School,Not applicable,False
Herringham Primary Academy,Not applicable,False
Whitemoor Academy,Not applicable,False
East Leake Academy,Not applicable,False
Barwell Church of England Academy,Not applicable,False
Shooters Hill Sixth Form College,Not applicable,False
Trinity Christian School,Not applicable,False
Lincoln Carlton Academy,Not applicable,False
SILVER BIRCH SCHOOL,"SEMH - Social, Emotional and Mental Health",True
Dame Janet Primary Academy,Not applicable,False
Cottingley Primary Academy,Not applicable,False
St James Church of England Primary Academy,Not applicable,False
Wybers Wood Academy,Not applicable,False
Hasting Hill Academy,Not applicable,False
Acre Hall Primary School,ASD - Autistic Spectrum Disorder; MLD - Moderate Learning Difficulty,True
Overthorpe CofE Academy,Not applicable,False
Anglesey Primary Academy,Not applicable,False
Belmore Primary Academy,Not applicable,False
Broadlands Academy,Not applicable,False
Co-op Academy Brownhill,Not applicable,False
The Rydal Academy,Not applicable,False
Elm Academy,Not applicable,False
Grampian Primary Academy,Not applicable,False
Hatton Park Primary School,Not applicable,False
Heybridge Primary School,Not applicable,False
Hilton Primary Academy,Not applicable,False
Kingsmoor Academy,Not applicable,False
Kingston Park Academy,Not applicable,False
Mansfield Green E-ACT Academy,Not applicable,False
Millfield L.E.A.D. Academy,Not applicable,False
Moor Green Primary Academy,Not applicable,False
Perry Wood Primary and Nursery School,Not applicable,False
Reaside Academy,Not applicable,False
Lea Forest Primary Academy,Not applicable,False
Shafton Primary Academy,Not applicable,False
Beacon Academy,MLD - Moderate Learning Difficulty,True
St Helen's Primary Academy,Not applicable,False
"Tudor Grange Primary Academy, St James",Not applicable,False
Saint Mary's Catholic Voluntary Academy,Not applicable,False
Tame Valley Academy,Not applicable,False
Merritts Brook Primary E-ACT Academy,Not applicable,False
Co-op Academy Woodlands,Not applicable,False
The Woodside Primary Academy,ASD - Autistic Spectrum Disorder,True
Al-Huda Primary School,Not applicable,False
The Beeches Independent School,"ASD - Autistic Spectrum Disorder; SEMH - Social, Emotional and Mental Health",True
Woodwater Academy,Not applicable,False
Ipsley CofE Middle School,Not applicable,False
Drapers Mills Primary Academy,Not applicable,False
The Corsham Regis Primary Academy,Not applicable,False
Oasis Academy Henderson Avenue,Not applicable,False
Oasis Academy Parkwood,Not applicable,False
Fulwell Infant School Academy,Not applicable,False
Ludlow Junior School,Not applicable,False
St John Plessington Catholic College,Not applicable,False
St Teresa's Catholic Primary School,Not applicable,False
Mountfields Lodge School,Not applicable,False
Crowle Primary Academy,Not applicable,False
Kings Langley School,Not applicable,False
Oak Academy,Not applicable,False
Outwoods Edge Primary School,Not applicable,False
Preston Hedges Primary School,Not applicable,False
St John's Primary School In Rishworth,Not applicable,False
"St Marys C of E Primary and Nursery, Academy, Handsworth",Not applicable,False
Bristnall Hall Academy,ASD - Autistic Spectrum Disorder,True
Whetley Academy,Not applicable,False
Four Dwellings Academy,Not applicable,False
Greenwood Academy,ASD - Autistic Spectrum Disorder,True
Bridge Learning Campus,Not applicable,False
E-Act Bannerman Road Community Academy,Not applicable,False
Temple Grove Academy,Not applicable,False
Pendle Primary Academy,Not applicable,False
Oasis Academy Harpur Mount,Not applicable,False
New Chapter Primary School,Not applicable,False
Iceni Secondary Academy,Not applicable,False
Melior Community Academy,Not applicable,False
Lodge Park Academy,Not applicable,False
The Arbours Primary Academy,Not applicable,False
The Dukeries Academy,Not applicable,False
Sutton Community Academy,Not applicable,False
Cutteslowe Primary School,Not applicable,False
Beacon View Primary Academy,Not applicable,False
Battle Primary Academy,Not applicable,False
Abbeywood Community School,"SLCN - Speech, language and Communication; ASD - Autistic Spectrum Disorder",True
Thistley Hough Academy,Not applicable,False
Weyfield Primary Academy,Not applicable,False
North Road Academy,Not applicable,False
Penryn Primary Academy,"SLCN - Speech, language and Communication; ASD - Autistic Spectrum Disorder; PD - Physical Disability; MLD - Moderate Learning Difficulty",True
Meopham School,ASD - Autistic Spectrum Disorder,True
Manor Croft Academy,Not applicable,False
Co-op Academy Oakwood,Not applicable,False
Seymour Road Academy,Not applicable,False
Kingfisher School,"SpLD - Specific Learning Difficulty; VI - Visual Impairment; OTH - Other Difficulty/Disability; HI - Hearing Impairment; SLCN - Speech, language and Communication; ASD - Autistic Spectrum Disorder; MSI - Multi-Sensory Impairment; PD - Physical Disability; MLD - Moderate Learning Difficulty; SLD - Severe Learning Difficulty; PMLD - Profound and Multiple Learning Difficulty",True
Outwood Primary Academy Kirkhamgate,Not applicable,False
Fir Tree Primary School and Nursery,ASD - Autistic Spectrum Disorder,True
City of Peterborough Academy,Not applicable,False
